Hướng,Đường trước nhà(m),Loại BDS,Pháp lý,Số lầu,Số phòng ngủ,Giá(Tỷ),Diện tích(m2),Tỉnh/ Thành phố,Quận/ Huyện,Mật độ dân số (người/km²),GRDP(%)
_,4.0,2,1,1,2,2.6,60.0,7,Tân Bình,21.196,5.81
_,5.0,2,1,2,3,2.95,55.0,7,Quận 10,41.196,5.81
_,5.0,2,1,1,3,2.85,63.0,7,Phú Nhuận,33.461,5.81
_,8.0,1,1,3,5,4.65,70.0,7,Thủ Đức,4.791,5.81
_,6.0,1,1,2,4,3.15,65.0,7,Quận 10,41.196,5.81
_,6.0,2,1,3,4,3.15,52.0,7,Bình Tân,15.109,5.81
_,8.0,2,1,2,3,2.4,65.0,7,Tân Bình,21.196,5.81
_,8.0,2,1,2,3,2.8,62.0,7,Phú Nhuận,33.461,5.81
_,8.0,2,1,2,3,3.5,62.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,3,2.3,64.0,7,Tân Bình,21.196,5.81
_,6.0,2,1,2,3,2.4,63.0,7,Quận 3,38.852,5.81
_,8.0,2,1,2,3,2.1,62.0,7,Phú Nhuận,33.461,5.81
_,8.0,2,1,2,3,2.3,62.0,7,Quận 3,38.852,5.81
_,8.0,2,1,2,3,2.3,60.0,7,Bình Thạnh,23.998,5.81
_,8.0,2,1,2,3,2.2,60.0,7,Tân Bình,21.196,5.81
_,8.0,2,1,2,3,2.8,60.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,3,2.4,62.0,7,Gò Vấp,34.36,5.81
_,8.0,2,1,2,3,3.2,60.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,3,2.3,60.0,7,Tân Bình,21.196,5.81
_,6.0,2,1,2,3,2.4,62.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,3,3.2,65.0,7,Thủ Đức,4.791,5.81
_,8.0,2,1,2,3,3.2,64.0,7,Quận 3,38.852,5.81
_,8.0,2,1,2,3,2.4,65.0,7,Phú Nhuận,33.461,5.81
_,8.0,2,1,2,3,2.2,63.0,7,Tân Bình,21.196,5.81
_,8.0,2,1,2,3,2.8,63.0,7,Quận 3,38.852,5.81
_,8.0,2,1,3,3,4.8,55.0,7,Bình Thạnh,23.998,5.81
_,8.0,2,1,3,3,4.8,55.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,1,3,3,3.0,60.0,7,Quận 3,38.852,5.81
_,5.0,2,1,3,3,2.8,55.0,7,Phú Nhuận,33.461,5.81
_,5.0,2,1,3,3,2.1,45.0,7,Quận 3,38.852,5.81
_,5.0,2,1,3,3,2.5,50.0,7,Quận 3,38.852,5.81
_,6.0,2,1,3,4,3.0,60.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,2,3,2.35,60.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,3,3.5,60.0,7,Quận 3,38.852,5.81
_,30.0,1,1,1,1,21.0,140.0,7,Bình Thạnh,23.998,5.81
_,8.0,2,1,2,3,2.3,62.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,3,2.35,60.0,7,Quận 3,38.852,5.81
_,8.0,2,1,2,3,1.9,62.0,7,Gò Vấp,34.36,5.81
_,8.0,2,1,2,3,2.8,62.0,7,Tân Bình,21.196,5.81
_,8.0,2,1,2,3,2.3,62.0,7,Phú Nhuận,33.461,5.81
_,4.0,2,1,3,5,2.9,43.0,7,Phú Nhuận,33.461,5.81
_,5.0,2,1,5,4,2.8,42.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,1,2,3,2.8,60.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,4,2.9,60.0,7,Quận 5,36.994,5.81
_,5.0,2,0,4,4,3.0,38.0,7,Quận 3,38.852,5.81
_,5.0,2,0,3,3,2.8,40.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,4,2.8,64.0,7,Tân Phú,30.146,5.81
_,8.0,2,1,3,4,2.2,36.0,7,Tân Bình,21.196,5.81
_,8.0,2,1,3,4,2.4,50.0,7,Bình Thạnh,23.998,5.81
_,8.0,2,1,3,4,2.1,40.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,2,3,2.9,60.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,3,2.9,63.0,7,Quận 10,41.196,5.81
_,6.0,1,1,2,3,2.5,60.0,7,Phú Nhuận,33.461,5.81
_,8.0,2,1,2,4,4.7,70.0,7,Tân Bình,21.196,5.81
_,6.0,2,1,2,4,4.5,65.0,7,Quận 3,38.852,5.81
_,5.0,2,1,2,3,3.09,55.0,7,Quận 3,38.852,5.81
_,6.0,2,1,2,3,3.2,60.0,7,Quận 3,38.852,5.81
_,6.0,2,1,2,4,2.5,52.0,7,Quận 3,38.852,5.81
_,5.0,2,1,2,4,3.69,63.0,7,Phú Nhuận,33.461,5.81
_,5.0,2,1,2,3,2.8,60.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,4,2.9,60.0,7,Quận 5,36.994,5.81
_,5.0,2,0,4,4,3.0,38.0,7,Quận 3,38.852,5.81
_,5.0,2,0,3,3,2.8,40.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,4,2.8,64.0,7,Tân Phú,30.146,5.81
_,8.0,2,1,3,4,2.2,36.0,7,Tân Bình,21.196,5.81
_,8.0,2,1,3,4,2.4,50.0,7,Bình Thạnh,23.998,5.81
_,8.0,2,1,3,4,2.1,40.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,2,3,2.9,60.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,3,2.9,63.0,7,Quận 10,41.196,5.81
_,6.0,1,1,2,3,2.5,60.0,7,Phú Nhuận,33.461,5.81
_,8.0,2,1,2,4,4.7,70.0,7,Tân Bình,21.196,5.81
_,6.0,2,1,2,4,4.5,65.0,7,Quận 3,38.852,5.81
_,5.0,2,1,2,3,3.09,55.0,7,Quận 3,38.852,5.81
_,6.0,2,1,2,3,3.2,60.0,7,Quận 3,38.852,5.81
_,6.0,2,1,2,4,2.5,52.0,7,Quận 3,38.852,5.81
_,5.0,2,1,2,4,3.69,63.0,7,Phú Nhuận,33.461,5.81
_,5.0,2,1,2,4,3.69,63.0,7,Phú Nhuận,33.461,5.81
_,4.0,2,1,2,3,2.95,49.0,7,Bình Thạnh,23.998,5.81
_,6.0,2,1,2,4,4.8,58.0,7,Quận 3,38.852,5.81
_,7.0,2,1,2,3,2.6,57.0,7,Quận 10,41.196,5.81
_,4.0,2,1,1,2,2.6,60.0,7,Tân Bình,21.196,5.81
_,5.0,2,1,2,3,2.95,55.0,7,Quận 10,41.196,5.81
_,5.0,2,1,1,3,2.85,63.0,7,Phú Nhuận,33.461,5.81
_,8.0,1,1,3,5,4.65,70.0,7,Thủ Đức,4.791,5.81
_,6.0,1,1,2,4,3.15,65.0,7,Quận 10,41.196,5.81
_,6.0,2,1,3,4,3.15,52.0,7,Bình Tân,15.109,5.81
_,5.0,2,1,2,3,2.8,60.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,4,2.9,60.0,7,Quận 5,36.994,5.81
_,5.0,2,0,4,4,3.0,38.0,7,Quận 3,38.852,5.81
_,5.0,2,0,3,3,2.8,40.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,4,2.8,64.0,7,Tân Phú,30.146,5.81
_,8.0,2,1,3,4,2.2,36.0,7,Tân Bình,21.196,5.81
_,8.0,2,1,3,4,2.4,50.0,7,Bình Thạnh,23.998,5.81
_,8.0,2,1,3,4,2.1,40.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,2,3,2.9,60.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,3,2.9,63.0,7,Quận 10,41.196,5.81
_,6.0,1,1,2,3,2.5,60.0,7,Phú Nhuận,33.461,5.81
_,8.0,2,1,2,4,4.7,70.0,7,Tân Bình,21.196,5.81
_,6.0,2,1,2,4,4.5,65.0,7,Quận 3,38.852,5.81
_,5.0,2,1,2,3,3.09,55.0,7,Quận 3,38.852,5.81
_,6.0,2,1,2,3,3.2,60.0,7,Quận 3,38.852,5.81
_,6.0,2,1,2,4,2.5,52.0,7,Quận 3,38.852,5.81
_,5.0,2,1,2,4,3.69,63.0,7,Phú Nhuận,33.461,5.81
_,5.0,2,1,2,3,2.8,60.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,4,2.9,60.0,7,Quận 5,36.994,5.81
_,5.0,2,0,4,4,3.0,38.0,7,Quận 3,38.852,5.81
_,5.0,2,0,3,3,2.8,40.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,4,2.8,64.0,7,Tân Phú,30.146,5.81
_,8.0,2,1,3,4,2.2,36.0,7,Tân Bình,21.196,5.81
_,8.0,2,1,3,4,2.4,50.0,7,Bình Thạnh,23.998,5.81
_,8.0,2,1,3,4,2.1,40.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,2,3,2.9,60.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,3,2.9,63.0,7,Quận 10,41.196,5.81
_,6.0,1,1,2,3,2.5,60.0,7,Phú Nhuận,33.461,5.81
_,8.0,2,1,2,4,4.7,70.0,7,Tân Bình,21.196,5.81
_,6.0,2,1,2,4,4.5,65.0,7,Quận 3,38.852,5.81
_,5.0,2,1,2,3,3.09,55.0,7,Quận 3,38.852,5.81
_,6.0,2,1,2,3,3.2,60.0,7,Quận 3,38.852,5.81
_,6.0,2,1,2,4,2.5,52.0,7,Quận 3,38.852,5.81
_,5.0,2,1,2,4,3.69,63.0,7,Phú Nhuận,33.461,5.81
_,5.0,2,1,2,4,3.69,63.0,7,Phú Nhuận,33.461,5.81
_,4.0,2,1,2,3,2.95,49.0,7,Bình Thạnh,23.998,5.81
_,6.0,2,1,2,4,4.8,58.0,7,Quận 3,38.852,5.81
_,7.0,2,1,2,3,2.6,57.0,7,Quận 10,41.196,5.81
_,4.0,2,1,1,2,2.6,60.0,7,Tân Bình,21.196,5.81
_,5.0,2,1,2,3,2.95,55.0,7,Quận 10,41.196,5.81
_,5.0,2,1,1,3,2.85,63.0,7,Phú Nhuận,33.461,5.81
_,8.0,1,1,3,5,4.65,70.0,7,Thủ Đức,4.791,5.81
_,6.0,1,1,2,4,3.15,65.0,7,Quận 10,41.196,5.81
_,6.0,2,1,3,4,3.15,52.0,7,Bình Tân,15.109,5.81
_,8.0,2,1,2,3,2.4,65.0,7,Tân Bình,21.196,5.81
_,8.0,2,1,2,3,2.8,62.0,7,Phú Nhuận,33.461,5.81
_,8.0,2,1,2,3,3.5,62.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,3,2.3,64.0,7,Tân Bình,21.196,5.81
_,6.0,2,1,2,3,2.4,63.0,7,Quận 3,38.852,5.81
_,8.0,2,1,2,3,2.1,62.0,7,Phú Nhuận,33.461,5.81
_,8.0,2,1,2,3,2.3,62.0,7,Quận 3,38.852,5.81
_,8.0,2,1,2,3,2.3,60.0,7,Bình Thạnh,23.998,5.81
_,8.0,2,1,2,3,2.2,60.0,7,Tân Bình,21.196,5.81
_,8.0,2,1,2,3,2.8,60.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,3,2.4,62.0,7,Gò Vấp,34.36,5.81
_,8.0,2,1,2,3,3.2,60.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,3,2.3,60.0,7,Tân Bình,21.196,5.81
_,6.0,2,1,2,3,2.4,62.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,3,3.2,65.0,7,Thủ Đức,4.791,5.81
_,8.0,2,1,2,3,3.2,64.0,7,Quận 3,38.852,5.81
_,8.0,2,1,2,3,2.4,65.0,7,Phú Nhuận,33.461,5.81
_,8.0,2,1,2,3,2.2,63.0,7,Tân Bình,21.196,5.81
_,8.0,2,1,2,3,2.8,63.0,7,Quận 3,38.852,5.81
_,8.0,2,1,3,3,4.8,55.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,1,2,3,2.8,60.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,4,2.9,60.0,7,Quận 5,36.994,5.81
_,5.0,2,0,4,4,3.0,38.0,7,Quận 3,38.852,5.81
_,5.0,2,0,3,3,2.8,40.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,4,2.8,64.0,7,Tân Phú,30.146,5.81
_,8.0,2,1,3,4,2.2,36.0,7,Tân Bình,21.196,5.81
_,8.0,2,1,3,4,2.4,50.0,7,Bình Thạnh,23.998,5.81
_,8.0,2,1,3,4,2.1,40.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,2,3,2.9,60.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,3,2.9,63.0,7,Quận 10,41.196,5.81
_,6.0,1,1,2,3,2.5,60.0,7,Phú Nhuận,33.461,5.81
_,8.0,2,1,2,4,4.7,70.0,7,Tân Bình,21.196,5.81
_,6.0,2,1,2,4,4.5,65.0,7,Quận 3,38.852,5.81
_,5.0,2,1,2,3,3.09,55.0,7,Quận 3,38.852,5.81
_,6.0,2,1,2,3,3.2,60.0,7,Quận 3,38.852,5.81
_,6.0,2,1,2,4,2.5,52.0,7,Quận 3,38.852,5.81
_,5.0,2,1,2,4,3.69,63.0,7,Phú Nhuận,33.461,5.81
_,5.0,2,1,2,3,2.8,60.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,4,2.9,60.0,7,Quận 5,36.994,5.81
_,5.0,2,0,4,4,3.0,38.0,7,Quận 3,38.852,5.81
_,5.0,2,0,3,3,2.8,40.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,4,2.8,64.0,7,Tân Phú,30.146,5.81
_,8.0,2,1,3,4,2.2,36.0,7,Tân Bình,21.196,5.81
_,8.0,2,1,3,4,2.4,50.0,7,Bình Thạnh,23.998,5.81
_,8.0,2,1,3,4,2.1,40.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,2,3,2.9,60.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,3,2.9,63.0,7,Quận 10,41.196,5.81
_,6.0,1,1,2,3,2.5,60.0,7,Phú Nhuận,33.461,5.81
_,8.0,2,1,2,4,4.7,70.0,7,Tân Bình,21.196,5.81
_,6.0,2,1,2,4,4.5,65.0,7,Quận 3,38.852,5.81
_,5.0,2,1,2,3,3.09,55.0,7,Quận 3,38.852,5.81
_,6.0,2,1,2,3,3.2,60.0,7,Quận 3,38.852,5.81
_,6.0,2,1,2,4,2.5,52.0,7,Quận 3,38.852,5.81
_,5.0,2,1,2,4,3.69,63.0,7,Phú Nhuận,33.461,5.81
_,5.0,2,1,2,4,3.69,63.0,7,Phú Nhuận,33.461,5.81
_,4.0,2,1,2,3,2.95,49.0,7,Bình Thạnh,23.998,5.81
_,6.0,2,1,2,4,4.8,58.0,7,Quận 3,38.852,5.81
_,7.0,2,1,2,3,2.6,57.0,7,Quận 10,41.196,5.81
_,4.0,2,1,1,2,2.6,60.0,7,Tân Bình,21.196,5.81
_,5.0,2,1,2,3,2.95,55.0,7,Quận 10,41.196,5.81
_,5.0,2,1,1,3,2.85,63.0,7,Phú Nhuận,33.461,5.81
_,8.0,1,1,3,5,4.65,70.0,7,Thủ Đức,4.791,5.81
_,6.0,1,1,2,4,3.15,65.0,7,Quận 10,41.196,5.81
_,6.0,2,1,3,4,3.15,52.0,7,Bình Tân,15.109,5.81
_,5.0,2,1,2,3,2.8,60.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,4,2.9,60.0,7,Quận 5,36.994,5.81
_,5.0,2,0,4,4,3.0,38.0,7,Quận 3,38.852,5.81
_,5.0,2,0,3,3,2.8,40.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,4,2.8,64.0,7,Tân Phú,30.146,5.81
_,8.0,2,1,3,4,2.2,36.0,7,Tân Bình,21.196,5.81
_,8.0,2,1,3,4,2.4,50.0,7,Bình Thạnh,23.998,5.81
_,8.0,2,1,3,4,2.1,40.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,2,3,2.9,60.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,3,2.9,63.0,7,Quận 10,41.196,5.81
_,6.0,1,1,2,3,2.5,60.0,7,Phú Nhuận,33.461,5.81
_,8.0,2,1,2,4,4.7,70.0,7,Tân Bình,21.196,5.81
_,6.0,2,1,2,4,4.5,65.0,7,Quận 3,38.852,5.81
_,5.0,2,1,2,3,3.09,55.0,7,Quận 3,38.852,5.81
_,6.0,2,1,2,3,3.2,60.0,7,Quận 3,38.852,5.81
_,6.0,2,1,2,4,2.5,52.0,7,Quận 3,38.852,5.81
_,5.0,2,1,2,4,3.69,63.0,7,Phú Nhuận,33.461,5.81
_,5.0,2,1,2,3,2.8,60.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,4,2.9,60.0,7,Quận 5,36.994,5.81
_,5.0,2,0,4,4,3.0,38.0,7,Quận 3,38.852,5.81
_,5.0,2,0,3,3,2.8,40.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,4,2.8,64.0,7,Tân Phú,30.146,5.81
_,8.0,2,1,3,4,2.2,36.0,7,Tân Bình,21.196,5.81
_,8.0,2,1,3,4,2.4,50.0,7,Bình Thạnh,23.998,5.81
_,8.0,2,1,3,4,2.1,40.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,2,3,2.9,60.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,3,2.9,63.0,7,Quận 10,41.196,5.81
_,6.0,1,1,2,3,2.5,60.0,7,Phú Nhuận,33.461,5.81
_,8.0,2,1,2,4,4.7,70.0,7,Tân Bình,21.196,5.81
_,6.0,2,1,2,4,4.5,65.0,7,Quận 3,38.852,5.81
_,5.0,2,1,2,3,3.09,55.0,7,Quận 3,38.852,5.81
_,6.0,2,1,2,3,3.2,60.0,7,Quận 3,38.852,5.81
_,6.0,2,1,2,4,2.5,52.0,7,Quận 3,38.852,5.81
_,5.0,2,1,2,4,3.69,63.0,7,Phú Nhuận,33.461,5.81
_,5.0,2,1,2,4,3.69,63.0,7,Phú Nhuận,33.461,5.81
_,4.0,2,1,2,3,2.95,49.0,7,Bình Thạnh,23.998,5.81
_,6.0,2,1,2,4,4.8,58.0,7,Quận 3,38.852,5.81
_,7.0,2,1,2,3,2.6,57.0,7,Quận 10,41.196,5.81
_,4.0,2,1,1,2,2.6,60.0,7,Tân Bình,21.196,5.81
_,5.0,2,1,2,3,2.95,55.0,7,Quận 10,41.196,5.81
_,5.0,2,1,1,3,2.85,63.0,7,Phú Nhuận,33.461,5.81
_,8.0,1,1,3,5,4.65,70.0,7,Thủ Đức,4.791,5.81
_,6.0,1,1,2,4,3.15,65.0,7,Quận 10,41.196,5.81
_,6.0,2,1,3,4,3.15,52.0,7,Bình Tân,15.109,5.81
_,8.0,2,1,2,3,2.4,65.0,7,Tân Bình,21.196,5.81
_,8.0,2,1,2,3,2.8,62.0,7,Phú Nhuận,33.461,5.81
_,8.0,2,1,2,3,3.5,62.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,3,2.3,64.0,7,Tân Bình,21.196,5.81
_,6.0,2,1,2,3,2.4,63.0,7,Quận 3,38.852,5.81
_,8.0,2,1,2,3,2.1,62.0,7,Phú Nhuận,33.461,5.81
_,8.0,2,1,2,3,2.3,62.0,7,Quận 3,38.852,5.81
_,8.0,2,1,2,3,2.3,60.0,7,Bình Thạnh,23.998,5.81
_,8.0,2,1,2,3,2.2,60.0,7,Tân Bình,21.196,5.81
_,8.0,2,1,2,3,2.8,60.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,3,2.4,62.0,7,Gò Vấp,34.36,5.81
_,8.0,2,1,2,3,3.2,60.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,3,2.3,60.0,7,Tân Bình,21.196,5.81
_,6.0,2,1,2,3,2.4,62.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,3,3.2,65.0,7,Thủ Đức,4.791,5.81
_,8.0,2,1,2,3,3.2,64.0,7,Quận 3,38.852,5.81
_,8.0,2,1,2,3,2.4,65.0,7,Phú Nhuận,33.461,5.81
_,8.0,2,1,2,3,2.2,63.0,7,Tân Bình,21.196,5.81
_,8.0,2,1,2,3,2.8,63.0,7,Quận 3,38.852,5.81
_,8.0,2,1,3,3,4.8,55.0,7,Bình Thạnh,23.998,5.81
_,8.0,2,1,3,3,4.8,55.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,1,3,3,3.0,60.0,7,Quận 3,38.852,5.81
_,5.0,2,1,3,3,2.8,55.0,7,Phú Nhuận,33.461,5.81
_,5.0,2,1,3,3,2.1,45.0,7,Quận 3,38.852,5.81
_,5.0,2,1,3,3,2.5,50.0,7,Quận 3,38.852,5.81
_,6.0,2,1,3,4,3.0,60.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,2,3,2.35,60.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,3,3.5,60.0,7,Quận 3,38.852,5.81
_,30.0,1,1,1,1,21.0,140.0,7,Bình Thạnh,23.998,5.81
_,8.0,2,1,2,3,2.3,62.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,3,2.35,60.0,7,Quận 3,38.852,5.81
_,8.0,2,1,2,3,1.9,62.0,7,Gò Vấp,34.36,5.81
_,8.0,2,1,2,3,2.8,62.0,7,Tân Bình,21.196,5.81
_,8.0,2,1,2,3,2.3,62.0,7,Phú Nhuận,33.461,5.81
_,4.0,2,1,3,5,2.9,43.0,7,Phú Nhuận,33.461,5.81
_,5.0,2,1,5,4,2.8,42.0,7,Bình Thạnh,23.998,5.81
_,6.0,2,1,3,3,2.5,43.0,7,Quận 3,38.852,5.81
_,6.0,2,1,3,3,2.5,50.0,7,Quận 12,11.745,5.81
_,8.0,2,1,2,3,2.5,48.0,7,Bình Thạnh,23.998,5.81
_,6.0,2,1,2,3,2.39,34.0,7,Phú Nhuận,33.461,5.81
_,5.0,2,1,2,3,1.7,36.0,7,Quận 11,41.15,5.81
_,5.0,2,1,2,3,3.7,87.0,7,Quận 3,38.852,5.81
_,5.0,2,1,2,3,3.9,68.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,3,3.8,62.0,7,Quận 5,36.994,5.81
_,6.0,2,1,2,3,3.39,60.0,7,Quận 3,38.852,5.81
_,8.0,2,1,3,4,2.5,66.0,7,Quận 10,41.196,5.81
_,8.0,2,1,3,3,1.9,62.0,7,Gò Vấp,34.36,5.81
_,8.0,2,1,3,3,2.5,65.0,7,Quận 3,38.852,5.81
_,8.0,2,1,3,3,2.8,60.0,7,Quận 5,36.994,5.81
_,8.0,2,1,3,4,3.1,62.0,7,Quận 5,36.994,5.81
_,5.0,2,1,2,2,1.7,45.0,7,Phú Nhuận,33.461,5.81
_,5.0,2,1,2,2,1.4,48.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,1,3,4,3.2,55.0,7,Phú Nhuận,33.461,5.81
_,23.0,1,1,2,10,67.0,673.0,7,Quận 12,11.745,5.81
_,12.0,1,1,2,2,33.0,76.0,7,Quận 3,38.852,5.81
_,60.0,1,0,3,6,29.0,90.0,7,Phú Nhuận,33.461,5.81
_,20.0,1,0,1,2,600.0,458.0,7,Quận 1,18.523,5.81
_,30.0,1,1,5,5,30.0,100.0,7,Phú Nhuận,33.461,5.81
_,20.0,1,0,7,15,170.0,150.0,7,Quận 1,18.523,5.81
_,12.0,1,0,1,2,8.5,123.0,7,Quận 12,11.745,5.81
_,4.0,2,1,2,2,4.1,48.0,7,Tân Phú,30.146,5.81
_,10.0,1,0,1,2,8.5,105.0,7,Quận 12,11.745,5.81
_,42.0,1,0,8,10,24.0,80.0,7,Bình Thạnh,23.998,5.81
_,40.0,1,0,2,4,23.5,90.0,7,Bình Thạnh,23.998,5.81
_,15.0,1,0,3,4,68.6,139.0,7,Quận 1,18.523,5.81
_,6.0,2,0,1,4,5.8,60.0,7,Thủ Đức,4.791,5.81
_,15.0,1,0,2,5,36.5,90.0,7,Quận 5,36.994,5.81
_,6.0,2,0,1,3,2.1,52.0,7,Quận 10,41.196,5.81
_,8.0,2,0,2,4,6.5,52.0,7,Quận 3,38.852,5.81
_,10.0,1,0,3,33,33.0,216.0,7,Tân Bình,21.196,5.81
_,20.0,1,0,5,5,41.0,110.0,7,Quận 10,41.196,5.81
_,16.0,1,0,5,8,11.8,75.0,7,Tân Phú,30.146,5.81
_,20.0,1,0,10,15,397.0,437.0,7,Quận 3,38.852,5.81
_,60.0,1,0,1,6,30.9,100.0,7,Quận 3,38.852,5.81
_,10.0,2,1,3,4,8.99,60.0,7,Gò Vấp,34.36,5.81
_,20.0,1,0,6,15,110.0,145.0,7,Quận 3,38.852,5.81
_,20.0,1,0,3,5,86.0,175.0,7,Quận 5,36.994,5.81
_,40.0,1,1,7,12,26.5,90.0,7,Tân Bình,21.196,5.81
_,15.0,1,0,1,2,280.0,393.0,7,Quận 1,18.523,5.81
_,20.0,1,1,2,2,9.0,48.0,7,Tân Bình,21.196,5.81
_,20.0,1,0,1,1,92.0,240.0,7,Tân Bình,21.196,5.81
_,7.0,2,1,2,4,9.8,60.0,7,Tân Bình,21.196,5.81
_,25.0,1,1,2,8,36.0,288.0,7,Tân Bình,21.196,5.81
_,12.0,1,1,8,1,69.0,200.0,7,Tân Bình,21.196,5.81
_,7.0,2,1,1,2,12.5,78.0,7,Tân Bình,21.196,5.81
_,8.0,2,1,1,2,7.0,60.0,7,Tân Bình,21.196,5.81
_,20.0,1,0,8,15,152.0,174.0,7,Quận 1,18.523,5.81
_,4.0,2,0,2,3,3.9,38.0,7,Bình Thạnh,23.998,5.81
_,20.0,1,0,12,30,780.0,600.0,7,Quận 1,18.523,5.81
_,20.0,1,0,1,1,750.0,1.077,7,Quận 1,18.523,5.81
_,20.0,1,0,15,25,125.0,508.0,7,Quận 1,18.523,5.81
_,8.0,0,0,1,9,34.0,290.0,7,Tân Bình,21.196,5.81
_,7.0,1,0,2,4,3.5,52.0,7,Quận 10,41.196,5.81
_,6.0,2,1,2,3,3.1,56.0,7,Tân Bình,21.196,5.81
_,7.0,1,1,2,4,2.2,60.0,7,Thủ Đức,4.791,5.81
_,6.0,0,1,4,5,19.5,120.0,7,Bình Thạnh,23.998,5.81
_,15.0,1,1,6,7,12.0,60.0,7,Bình Thạnh,23.998,5.81
_,10.0,2,1,5,5,13.9,80.0,7,Bình Thạnh,23.998,5.81
_,15.0,1,0,6,10,45.0,170.0,7,Thủ Đức,4.791,5.81
_,12.0,1,1,5,6,9.9,80.0,7,Quận 6,32.439,5.81
_,16.0,0,1,6,8,19.5,100.0,7,Quận 10,41.196,5.81
_,30.0,1,0,4,6,32.0,90.0,7,Quận 10,41.196,5.81
_,30.0,1,0,6,10,30.0,100.0,7,Quận 5,36.994,5.81
_,20.0,1,1,1,9,13.8,150.0,7,Quận 12,11.745,5.81
_,10.0,1,1,1,4,1.6,125.0,7,Bình Chánh,2.792,5.81
_,7.0,2,0,1,2,5.2,40.0,7,Gò Vấp,34.36,5.81
_,20.0,1,1,2,6,28.0,127.0,7,Bình Thạnh,23.998,5.81
_,12.0,1,1,3,6,29.0,161.0,7,Bình Thạnh,23.998,5.81
_,10.0,1,1,2,4,42.0,165.0,7,Bình Thạnh,23.998,5.81
_,10.0,1,1,2,4,39.0,230.0,7,Bình Thạnh,23.998,5.81
_,20.0,1,1,4,6,55.0,197.0,7,Bình Thạnh,23.998,5.81
_,12.0,1,1,3,6,75.0,375.0,7,Bình Thạnh,23.998,5.81
_,12.0,1,1,3,6,21.0,194.0,7,Bình Thạnh,23.998,5.81
_,15.0,1,1,3,5,9.8,72.0,7,Quận 6,32.439,5.81
_,12.0,0,1,6,29,57.0,235.0,7,Thủ Đức,4.791,5.81
_,60.0,1,1,1,3,7.5,50.0,7,Quận 6,32.439,5.81
_,16.0,0,0,3,4,48.0,405.0,7,Gò Vấp,34.36,5.81
