Hướng,Đường trước nhà(m),Loại BDS,Pháp lý,Số lầu,Số phòng ngủ,Giá(Tỷ),Diện tích(m2),Tỉnh/ Thành phố,Quận/ Huyện,Mật độ dân số (người/km²),GRDP(%)
Tây Nam,2.0,2,1,4,3,4.65,26.0,3,Đống Đa,37.161,6.27
Tây Nam,10.0,1,1,8,17,12.0,60.0,3,Hà Đông,8.021,6.27
Đông Nam,3.0,1,0,3,3,1.38,31.0,3,Hà Đông,8.021,6.27
Tây Nam,2.0,2,1,4,3,4.65,26.0,3,Đống Đa,37.161,6.27
Tây Nam,10.0,1,1,8,17,12.0,60.0,3,Hà Đông,8.021,6.27
Đông Nam,3.0,1,0,3,3,1.38,31.0,3,Hà Đông,8.021,6.27
Tây Nam,2.0,2,1,4,3,4.65,26.0,3,Đống Đa,37.161,6.27
Tây Nam,10.0,1,1,8,17,12.0,60.0,3,Hà Đông,8.021,6.27
Đông Nam,3.0,1,0,3,3,1.38,31.0,3,Hà Đông,8.021,6.27
Tây Nam,2.0,2,1,4,3,4.65,26.0,3,Đống Đa,37.161,6.27
Tây Nam,10.0,1,1,8,17,12.0,60.0,3,Hà Đông,8.021,6.27
Đông Nam,3.0,1,0,3,3,1.38,31.0,3,Hà Đông,8.021,6.27
Đông Nam,3.0,1,1,4,4,2.99,35.0,3,Thanh Trì,4.342,6.27
Tây Bắc,5.0,2,1,5,3,6.4,35.0,3,Hoàng Mai,12.564,6.27
Tây Nam,12.0,0,1,4,4,9.6,76.0,3,Hà Đông,8.021,6.27
Tây Bắc,20.0,0,1,5,4,32.4,128.0,3,Hà Đông,8.021,6.27
Tây Bắc,7.0,1,1,5,4,11.3,69.0,3,Hà Đông,8.021,6.27
Tây Bắc,3.0,2,1,5,3,3.6,33.0,3,Hà Đông,8.021,6.27
Tây Nam,3.0,2,1,5,3,3.2,36.0,3,Hà Đông,8.021,6.27
Đông,3.0,0,1,5,4,3.8,35.0,3,Hà Đông,8.021,6.27
Tây Bắc,3.0,2,1,4,4,4.5,51.0,3,Hà Đông,8.021,6.27
Tây Nam,3.0,2,1,4,4,2.7,34.0,3,Hà Đông,8.021,6.27
Đông Bắc,14.0,0,1,5,5,14.0,95.0,3,Hà Đông,8.021,6.27
Đông Nam,4.0,2,1,5,6,7.9,50.0,3,Đống Đa,37.161,6.27
Đông Nam,4.0,2,1,5,6,7.9,50.0,3,Đống Đa,37.161,6.27
Tây Bắc,9.0,1,1,4,4,11.5,55.0,3,Cầu Giấy,23.516,6.27
Đông Bắc,4.0,1,1,7,5,7.45,46.0,3,Cầu Giấy,23.516,6.27
Đông Nam,4.0,2,1,5,4,5.1,48.0,3,Cầu Giấy,23.516,6.27
Đông Bắc,4.0,2,1,7,5,10.7,46.0,3,Tây Hồ,6.578,6.27
Đông Bắc,2.0,2,1,4,3,2.65,31.0,3,Hoài Đức,3.094,6.27
Tây Bắc,2.0,2,1,5,3,2.2,31.0,3,Hoài Đức,3.094,6.27
Đông Nam,3.0,2,1,2,2,6.5,58.0,3,Hoàng Mai,12.564,6.27
Đông Nam,11.0,0,1,4,3,6.2,50.0,3,Hà Đông,8.021,6.27
Đông Nam,3.0,1,1,4,4,1.85,35.0,3,Hà Đông,8.021,6.27
Nam,2.0,2,1,5,3,3.7,44.0,3,Hà Đông,8.021,6.27
Đông Nam,9.0,0,1,4,9,24.0,190.0,3,Hoàng Mai,12.564,6.27
Tây Bắc,12.0,0,1,5,4,8.2,65.0,3,Hà Đông,8.021,6.27
Tây Bắc,15.0,0,1,3,5,17.5,100.0,3,Hà Đông,8.021,6.27
Đông Nam,5.0,2,1,6,3,7.65,39.0,3,Ba Đình,24.119,6.27
Đông Bắc,2.0,2,1,4,3,2.65,31.0,3,Hoài Đức,3.094,6.27
Tây Bắc,2.0,2,1,5,3,2.2,31.0,3,Hoài Đức,3.094,6.27
Đông Nam,15.0,0,1,6,6,10.7,58.0,3,Hà Đông,8.021,6.27
Đông Nam,20.0,0,1,5,6,69.0,150.0,3,Nam Từ Liêm,8.364,6.27
Đông Nam,3.0,1,1,4,4,1.85,35.0,3,Hà Đông,8.021,6.27
Đông Bắc,30.0,1,1,5,4,47.5,101.0,3,Ba Đình,24.119,6.27
Đông Nam,3.0,1,1,5,4,2.4,35.0,3,Hoài Đức,3.094,6.27
Đông Bắc,8.0,1,1,3,3,15.5,52.0,3,Tây Hồ,6.578,6.27
Tây Bắc,6.0,1,1,5,4,2.98,36.0,3,Nam Từ Liêm,8.364,6.27
Đông Nam,3.0,2,1,4,3,2.6,30.0,3,Cầu Giấy,23.516,6.27
Đông Nam,10.0,0,1,4,4,17.0,80.0,3,Hà Đông,8.021,6.27
Tây Nam,3.0,1,1,5,4,17.3,85.0,3,Long Biên,5.394,6.27
Tây Nam,5.0,1,1,7,4,13.5,60.0,3,Long Biên,5.394,6.27
Tây Bắc,9.0,1,1,4,4,11.5,55.0,3,Cầu Giấy,23.516,6.27
Đông Nam,30.0,1,1,4,40,550.0,100.0,3,Long Biên,5.394,6.27
Đông Nam,50.0,2,1,9,45,125.0,300.0,3,Bắc Từ Liêm,7.529,6.27
Đông Nam,50.0,0,1,3,5,75.0,260.0,3,Hai Bà Trưng,29.474,6.27
Đông,80.0,0,1,4,6,111.0,300.0,3,Tây Hồ,6.578,6.27
Nam,30.0,0,1,4,4,38.5,142.0,3,Nam Từ Liêm,8.364,6.27
Tây Nam,20.0,1,1,5,3,8.5,45.0,3,Hà Đông,8.021,6.27
Tây Nam,12.0,0,1,4,4,8.9,90.0,3,Hà Đông,8.021,6.27
Tây,4.0,2,1,6,5,7.55,54.0,3,Long Biên,5.394,6.27
Đông Nam,5.0,0,1,3,3,10.5,124.0,3,Nam Từ Liêm,8.364,6.27
Đông Bắc,8.0,1,1,3,3,15.5,52.0,3,Tây Hồ,6.578,6.27
Tây Bắc,6.0,1,1,5,4,2.98,36.0,3,Nam Từ Liêm,8.364,6.27
Đông Nam,3.0,2,1,4,3,2.6,30.0,3,Cầu Giấy,23.516,6.27
Đông Bắc,2.0,2,1,5,4,5.85,60.0,3,Long Biên,5.394,6.27
Đông,10.0,1,1,5,8,11.8,68.0,3,Thanh Xuân,32.255,6.27
Đông Nam,20.0,1,1,10,24,102.0,242.0,3,Tây Hồ,6.578,6.27
Đông Bắc,8.0,1,1,3,3,15.5,52.0,3,Tây Hồ,6.578,6.27
Tây Bắc,6.0,1,1,5,4,4.7,36.0,3,Nam Từ Liêm,8.364,6.27
Đông Nam,3.0,2,1,4,3,2.6,30.0,3,Cầu Giấy,23.516,6.27
Đông,8.0,2,1,4,3,5.7,35.0,3,Hai Bà Trưng,29.474,6.27
Đông Nam,10.0,0,1,4,4,17.0,80.0,3,Hà Đông,8.021,6.27
Tây Bắc,5.0,2,1,5,6,14.6,56.0,3,Đống Đa,37.161,6.27
Tây Nam,3.0,1,1,5,4,17.3,85.0,3,Long Biên,5.394,6.27
Tây Nam,5.0,1,1,7,4,13.5,60.0,3,Long Biên,5.394,6.27
Bắc,4.0,1,1,2,4,6.5,930.0,3,Sóc Sơn,1.127,6.27
Tây Nam,12.0,0,1,4,4,9.6,76.0,3,Hà Đông,8.021,6.27
Tây Bắc,20.0,0,1,5,4,32.4,128.0,3,Hà Đông,8.021,6.27
Tây Bắc,7.0,1,1,5,4,11.3,69.0,3,Hà Đông,8.021,6.27
Tây Bắc,3.0,2,1,5,3,3.6,33.0,3,Hà Đông,8.021,6.27
Tây Nam,3.0,2,1,5,3,3.2,36.0,3,Hà Đông,8.021,6.27
Đông,3.0,0,1,5,4,3.8,35.0,3,Hà Đông,8.021,6.27
Tây Bắc,3.0,2,1,4,4,4.5,51.0,3,Hà Đông,8.021,6.27
Tây Nam,3.0,2,1,4,4,2.7,34.0,3,Hà Đông,8.021,6.27
Đông Bắc,14.0,0,1,5,5,14.0,95.0,3,Hà Đông,8.021,6.27
Đông Nam,2.0,2,1,4,3,2.25,30.0,3,Hoài Đức,3.094,6.27
Đông Nam,20.0,0,1,3,4,40.0,250.0,3,Hoàng Mai,12.564,6.27
Đông Nam,12.0,0,1,4,4,8.9,90.0,3,Hà Đông,8.021,6.27
Đông Nam,20.0,2,1,7,6,17.0,50.0,3,Đống Đa,37.161,6.27
Đông Bắc,3.0,1,1,4,4,5.6,48.0,3,Cầu Giấy,23.516,6.27
Tây Bắc,3.0,2,1,3,3,5.4,65.0,3,Thanh Xuân,32.255,6.27
Tây Nam,3.0,2,1,4,3,6.3,69.0,3,Đống Đa,37.161,6.27
Nam,3.0,1,1,4,4,3.85,38.0,3,Thanh Xuân,32.255,6.27
Nam,6.0,2,1,1,2,4.3,80.0,3,Cầu Giấy,23.516,6.27
Bắc,15.0,0,1,3,4,19.5,120.0,3,Hoàng Mai,12.564,6.27
Đông Nam,15.0,0,1,3,5,18.2,120.0,3,Hoàng Mai,12.564,6.27
Đông Nam,3.0,1,0,3,3,1.55,31.0,3,Hà Đông,8.021,6.27
Tây Bắc,5.0,2,1,5,3,6.5,35.0,3,Hoàng Mai,12.564,6.27
Tây Nam,3.0,2,1,6,5,4.5,36.0,3,Nam Từ Liêm,8.364,6.27
Đông Nam,3.0,1,0,3,3,1.55,31.0,3,Hà Đông,8.021,6.27
Tây Bắc,5.0,2,1,5,3,6.5,35.0,3,Hoàng Mai,12.564,6.27
Tây,4.0,2,1,5,4,5.1,40.0,3,Hoàng Mai,12.564,6.27
Tây Bắc,5.0,2,1,5,3,6.4,35.0,3,Hoàng Mai,12.564,6.27
Đông Nam,3.0,1,0,3,3,1.38,31.0,3,Hà Đông,8.021,6.27
Tây Nam,3.0,2,1,5,3,4.95,33.0,3,Đống Đa,37.161,6.27
Tây Nam,6.0,1,1,6,3,10.3,32.0,3,Tây Hồ,6.578,6.27
Tây Bắc,10.0,1,1,3,3,16.5,72.0,3,Đống Đa,37.161,6.27
Đông,2.0,2,1,5,4,4.35,32.0,3,Hai Bà Trưng,29.474,6.27
Đông,2.0,2,1,5,4,4.35,32.0,3,Hai Bà Trưng,29.474,6.27
Đông Nam,3.0,2,1,8,15,7.19,45.0,3,Hà Đông,8.021,6.27
Đông,2.0,2,1,5,4,4.35,32.0,3,Hai Bà Trưng,29.474,6.27
Đông,2.0,2,1,5,4,4.35,32.0,3,Hai Bà Trưng,29.474,6.27
Đông Nam,3.0,2,1,8,15,7.19,45.0,3,Hà Đông,8.021,6.27
Đông,2.0,2,1,5,4,4.35,32.0,3,Hai Bà Trưng,29.474,6.27
Đông,2.0,2,1,5,4,4.35,32.0,3,Hai Bà Trưng,29.474,6.27
Đông Nam,3.0,2,1,8,15,7.19,45.0,3,Hà Đông,8.021,6.27
Đông,2.0,2,1,5,4,4.35,32.0,3,Hai Bà Trưng,29.474,6.27
Đông,2.0,2,1,5,4,4.35,32.0,3,Hai Bà Trưng,29.474,6.27
Đông Nam,3.0,2,1,8,15,7.19,45.0,3,Hà Đông,8.021,6.27
Đông Nam,7.0,0,1,4,4,17.2,180.0,3,Long Biên,5.394,6.27
Tây Nam,40.0,0,1,6,8,24.5,120.0,3,Hoài Đức,3.094,6.27
Nam,8.0,1,1,4,8,15.7,70.0,3,Hoàng Mai,12.564,6.27
Đông Nam,3.0,2,1,6,4,5.2,33.0,3,Thanh Xuân,32.255,6.27
Đông Nam,2.0,2,1,4,3,2.25,30.0,3,Hoài Đức,3.094,6.27
Đông Nam,60.0,1,1,5,4,32.0,160.0,3,Hoàng Mai,12.564,6.27
Đông Nam,20.0,0,1,3,4,40.0,250.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Nam,10.0,1,1,3,4,7.0,80.0,3,Đông Anh,2.186,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Nam,10.0,1,1,3,4,7.0,80.0,3,Đông Anh,2.186,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Nam,10.0,1,1,3,4,7.0,80.0,3,Đông Anh,2.186,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Đông,50.0,1,1,2,2,66.0,317.0,3,Hoàng Mai,12.564,6.27
Nam,10.0,1,1,3,4,7.0,80.0,3,Đông Anh,2.186,6.27
Tây Nam,30.0,0,1,5,5,120.0,280.0,3,Cầu Giấy,23.516,6.27
Đông Nam,10.0,0,1,5,5,45.0,230.0,3,Thanh Xuân,32.255,6.27
Đông Nam,8.0,0,1,4,6,29.0,216.0,3,Nam Từ Liêm,8.364,6.27
Tây Bắc,10.0,0,1,4,6,99.5,300.0,3,Cầu Giấy,23.516,6.27
Đông Nam,15.0,0,1,5,6,52.0,201.0,3,Cầu Giấy,23.516,6.27
Đông Nam,12.0,0,1,4,5,52.0,247.0,3,Cầu Giấy,23.516,6.27
Tây Bắc,13.0,0,1,4,5,29.0,460.0,3,Hoài Đức,3.094,6.27
Đông Nam,30.0,0,1,3,5,71.0,310.0,3,Nam Từ Liêm,8.364,6.27
Nam,10.0,0,1,5,5,57.0,210.0,3,Cầu Giấy,23.516,6.27
Tây Nam,15.0,0,1,5,6,28.8,146.0,3,Thanh Xuân,32.255,6.27
Đông Nam,12.0,0,1,5,6,15.8,75.0,3,Hoàng Mai,12.564,6.27
Đông Nam,6.0,0,1,2,5,13.0,250.0,3,Đông Anh,2.186,6.27
Đông Nam,40.0,0,1,4,3,25.0,180.0,3,Hà Đông,8.021,6.27
Đông,12.0,0,1,5,6,14.7,60.0,3,Nam Từ Liêm,8.364,6.27
Đông Nam,6.0,0,1,5,5,58.0,250.0,3,Đống Đa,37.161,6.27
Đông Nam,6.0,0,1,4,4,73.0,191.0,3,Đống Đa,37.161,6.27
Tây Nam,16.0,0,1,4,5,28.0,185.0,3,Cầu Giấy,23.516,6.27
Tây Bắc,16.0,0,1,5,6,58.0,170.0,3,Thanh Xuân,32.255,6.27
Bắc,10.0,0,1,5,6,41.0,180.0,3,Cầu Giấy,23.516,6.27
Đông Bắc,13.0,0,0,4,4,47.0,140.0,3,Thanh Xuân,32.255,6.27
Đông Bắc,16.0,0,1,4,4,35.0,131.0,3,Nam Từ Liêm,8.364,6.27
Đông Nam,15.0,0,1,3,5,21.0,180.0,3,Hà Đông,8.021,6.27
Đông Nam,17.0,0,1,5,6,19.5,115.0,3,Hoàng Mai,12.564,6.27
Đông Nam,17.0,0,1,5,6,7.65,40.0,3,Hà Đông,8.021,6.27
